date,season,year,month,holiday,weekday,weather,temp,atemp,hum,windspeed,casual_users,registered_users,total_rentals
2011-08-29,Fall,2011,Aug,0,Monday,Clear,0.636667,0.607958,554583.0000000001,0.159825,729,3905,4634
2011-08-30,Fall,2011,Aug,0,Tuesday,Clear,0.639167,0.594704,548332.9999999999,0.125008,775,4429,5204
2011-08-31,Fall,2011,Aug,0,Wednesday,Clear,0.656667,0.611121,597917.0000000001,0.0833333,688,4370,5058
2011-09-01,Fall,2011,Sep,0,Thursday,Clear,0.655,0.614921,639167.0000000001,0.141796,783,4332,5115
2011-09-02,Fall,2011,Sep,0,Friday,Misty,0.643333,0.604808,727083.0000000001,0.139929,875,3852,4727
2011-09-03,Fall,2011,Sep,0,Saturday,Clear,0.669167,0.633213,716667.0000000001,0.185325,1935,2549,4484
2011-09-04,Fall,2011,Sep,0,Sunday,Clear,0.709167,0.665429,742083.0000000001,0.206467,2521,2419,4940
2011-09-05,Fall,2011,Sep,1,Monday,Misty,0.673333,0.625646,790417.0000000001,0.212696,1236,2115,3351
2011-09-06,Fall,2011,Sep,0,Tuesday,Light_rainsnow,0.54,0.5152,886957.0,0.343943,204,2506,2710
2011-09-07,Fall,2011,Sep,0,Wednesday,Light_rainsnow,0.599167,0.544229,917083.0,0.0970208,118,1878,1996
2011-09-08,Fall,2011,Sep,0,Thursday,Light_rainsnow,0.633913,0.555361,939565.0000000001,0.192748,153,1689,1842
2011-09-09,Fall,2011,Sep,0,Friday,Misty,0.65,0.578946,897916.9999999998,0.124379,417,3127,3544
2011-09-10,Fall,2011,Sep,0,Saturday,Clear,0.66,0.607962,753750.0,0.153608,1750,3595,5345
2011-09-11,Fall,2011,Sep,0,Sunday,Clear,0.653333,0.609229,713750.0,0.115054,1633,3413,5046
2011-09-12,Fall,2011,Sep,0,Monday,Clear,0.644348,0.60213,692174.0,0.088913,690,4023,4713
2011-09-13,Fall,2011,Sep,0,Tuesday,Clear,0.650833,0.603554,712500.0,0.141804,701,4062,4763
2011-09-14,Fall,2011,Sep,0,Wednesday,Clear,0.673333,0.6269,697082.9999999999,0.1673,647,4138,4785
2011-09-15,Fall,2011,Sep,0,Thursday,Misty,0.5775,0.553671,709167.0000000001,0.271146,428,3231,3659
2011-09-16,Fall,2011,Sep,0,Friday,Misty,0.469167,0.461475,590417.0,0.164183,742,4018,4760
2011-09-17,Fall,2011,Sep,0,Saturday,Misty,0.491667,0.478512,718332.9999999999,0.189675,1434,3077,4511
2011-09-18,Fall,2011,Sep,0,Sunday,Clear,0.5075,0.490537,695000.0,0.178483,1353,2921,4274
2011-09-19,Fall,2011,Sep,0,Monday,Misty,0.549167,0.529675,690000.0,0.151742,691,3848,4539
2011-09-20,Fall,2011,Sep,0,Tuesday,Misty,0.561667,0.532217,881250.0,0.134954,438,3203,3641
2011-09-21,Fall,2011,Sep,0,Wednesday,Misty,0.595,0.550533,900000.0,0.0964042,539,3813,4352
2011-09-22,Fall,2011,Sep,0,Thursday,Misty,0.628333,0.554963,902083.0,0.128125,555,4240,4795
2011-09-23,Winter,2011,Sep,0,Friday,Misty,0.609167,0.522125,972500.0,0.0783667,258,2137,2395
2011-09-24,Winter,2011,Sep,0,Saturday,Misty,0.606667,0.564412,862500.0,0.0783833,1776,3647,5423
2011-09-25,Winter,2011,Sep,0,Sunday,Misty,0.634167,0.572637,845000.0,0.0503792,1544,3466,5010
2011-09-26,Winter,2011,Sep,0,Monday,Misty,0.649167,0.589042,848333.0,0.1107,684,3946,4630
2011-09-27,Winter,2011,Sep,0,Tuesday,Misty,0.636667,0.574525,885417.0,0.118171,477,3643,4120
2011-09-28,Winter,2011,Sep,0,Wednesday,Misty,0.635,0.575158,848750.0,0.148629,480,3427,3907
2011-09-29,Winter,2011,Sep,0,Thursday,Clear,0.616667,0.574512,699166.9999999999,0.172883,653,4186,4839
2011-09-30,Winter,2011,Sep,0,Friday,Clear,0.564167,0.544829,647500.0,0.206475,830,4372,5202
2011-10-01,Winter,2011,Oct,0,Saturday,Misty,0.41,0.412863,753750.0,0.292296,480,1949,2429
2011-10-02,Winter,2011,Oct,0,Sunday,Misty,0.356667,0.345317,791667.0000000001,0.222013,616,2302,2918
2011-10-03,Winter,2011,Oct,0,Monday,Misty,0.384167,0.392046,760832.9999999999,0.0833458,330,3240,3570
2011-10-04,Winter,2011,Oct,0,Tuesday,Clear,0.484167,0.472858,710000.0,0.205854,486,3970,4456
2011-10-05,Winter,2011,Oct,0,Wednesday,Clear,0.538333,0.527138,647916.9999999999,0.17725,559,4267,4826
2011-10-06,Winter,2011,Oct,0,Thursday,Clear,0.494167,0.480425,620832.9999999999,0.134954,639,4126,4765
2011-10-07,Winter,2011,Oct,0,Friday,Clear,0.510833,0.504404,684166.9999999999,0.0223917,949,4036,4985
2011-10-08,Winter,2011,Oct,0,Saturday,Clear,0.521667,0.513242,701250.0,0.0454042,2235,3174,5409
2011-10-09,Winter,2011,Oct,0,Sunday,Clear,0.540833,0.523983,727500.0,0.06345,2397,3114,5511
2011-10-10,Winter,2011,Oct,1,Monday,Clear,0.570833,0.542925,733750.0,0.0423042,1514,3603,5117
2011-10-11,Winter,2011,Oct,0,Tuesday,Misty,0.566667,0.546096,808750.0,0.143042,667,3896,4563
2011-10-12,Winter,2011,Oct,0,Wednesday,Light_rainsnow,0.543333,0.517717,906250.0,0.24815,217,2199,2416
2011-10-13,Winter,2011,Oct,0,Thursday,Misty,0.589167,0.551804,896667.0,0.141787,290,2623,2913
2011-10-14,Winter,2011,Oct,0,Friday,Misty,0.550833,0.529675,716250.0,0.223883,529,3115,3644
2011-10-15,Winter,2011,Oct,0,Saturday,Clear,0.506667,0.498725,483333.0,0.258083,1899,3318,5217
2011-10-16,Winter,2011,Oct,0,Sunday,Clear,0.511667,0.503154,486667.0,0.281717,1748,3293,5041
2011-10-17,Winter,2011,Oct,0,Monday,Clear,0.534167,0.510725,579582.9999999999,0.175379,713,3857,4570
2011-10-18,Winter,2011,Oct,0,Tuesday,Misty,0.5325,0.522721,701667.0000000001,0.110087,637,4111,4748
2011-10-19,Winter,2011,Oct,0,Wednesday,Light_rainsnow,0.541739,0.513848,895217.0000000002,0.243339,254,2170,2424
2011-10-20,Winter,2011,Oct,0,Thursday,Clear,0.475833,0.466525,636250.0,0.422275,471,3724,4195
2011-10-21,Winter,2011,Oct,0,Friday,Clear,0.4275,0.423596,574167.0,0.221396,676,3628,4304
2011-10-22,Winter,2011,Oct,0,Saturday,Clear,0.4225,0.425492,629167.0000000001,0.0926667,1499,2809,4308
2011-10-23,Winter,2011,Oct,0,Sunday,Clear,0.421667,0.422333,741250.0,0.0995125,1619,2762,4381
2011-10-24,Winter,2011,Oct,0,Monday,Clear,0.463333,0.457067,772082.9999999999,0.118792,699,3488,4187
2011-10-25,Winter,2011,Oct,0,Tuesday,Clear,0.471667,0.463375,622917.0000000001,0.166658,695,3992,4687
2011-10-26,Winter,2011,Oct,0,Wednesday,Misty,0.484167,0.472846,720416.9999999999,0.148642,404,3490,3894
2011-10-27,Winter,2011,Oct,0,Thursday,Misty,0.47,0.457046,812917.0000000001,0.197763,240,2419,2659
2011-10-28,Winter,2011,Oct,0,Friday,Misty,0.330833,0.318812,585833.0000000001,0.229479,456,3291,3747
2011-10-29,Winter,2011,Oct,0,Saturday,Light_rainsnow,0.254167,0.227913,882500.0,0.351371,57,570,627
2011-10-30,Winter,2011,Oct,0,Sunday,Clear,0.319167,0.321329,623750.0,0.176617,885,2446,3331
2011-10-31,Winter,2011,Oct,0,Monday,Clear,0.34,0.356063,703332.9999999999,0.10635,362,3307,3669
2011-11-01,Winter,2011,Nov,0,Tuesday,Clear,0.400833,0.397088,683750.0,0.135571,410,3658,4068
2011-11-02,Winter,2011,Nov,0,Wednesday,Clear,0.3775,0.390133,718750.0,0.0820917,370,3816,4186
2011-11-03,Winter,2011,Nov,0,Thursday,Clear,0.408333,0.405921,702083.0000000001,0.136817,318,3656,3974
2011-11-04,Winter,2011,Nov,0,Friday,Misty,0.403333,0.403392,622500.0000000001,0.271779,470,3576,4046
2011-11-05,Winter,2011,Nov,0,Saturday,Clear,0.326667,0.323854,519167.0000000001,0.189062,1156,2770,3926
2011-11-06,Winter,2011,Nov,0,Sunday,Clear,0.348333,0.362358,734582.9999999999,0.0920542,952,2697,3649
2011-11-07,Winter,2011,Nov,0,Monday,Clear,0.395,0.400871,758750.0,0.057225,373,3662,4035
2011-11-08,Winter,2011,Nov,0,Tuesday,Clear,0.408333,0.412246,721666.9999999999,0.0690375,376,3829,4205
2011-11-09,Winter,2011,Nov,0,Wednesday,Clear,0.4,0.409079,758333.0000000001,0.0621958,305,3804,4109
2011-11-10,Winter,2011,Nov,0,Thursday,Misty,0.38,0.373721,813332.9999999999,0.189067,190,2743,2933
2011-11-11,Winter,2011,Nov,1,Friday,Clear,0.324167,0.306817,446250.0,0.314675,440,2928,3368
2011-11-12,Winter,2011,Nov,0,Saturday,Clear,0.356667,0.357942,552917.0,0.212062,1275,2792,4067
2011-11-13,Winter,2011,Nov,0,Sunday,Clear,0.440833,0.43055,458333.0,0.281721,1004,2713,3717
2011-11-14,Winter,2011,Nov,0,Monday,Clear,0.53,0.524612,587083.0,0.306596,595,3891,4486
2011-11-15,Winter,2011,Nov,0,Tuesday,Misty,0.53,0.507579,688750.0,0.199633,449,3746,4195
2011-11-16,Winter,2011,Nov,0,Wednesday,Light_rainsnow,0.456667,0.451988,930000.0,0.136829,145,1672,1817
2011-11-17,Winter,2011,Nov,0,Thursday,Misty,0.341667,0.323221,575833.0,0.305362,139,2914,3053
2011-11-18,Winter,2011,Nov,0,Friday,Clear,0.274167,0.272721,410000.0,0.168533,245,3147,3392
2011-11-19,Winter,2011,Nov,0,Saturday,Clear,0.329167,0.324483,502082.9999999999,0.224496,943,2720,3663
2011-11-20,Winter,2011,Nov,0,Sunday,Misty,0.463333,0.457058,684583.0000000001,0.18595,787,2733,3520
2011-11-21,Winter,2011,Nov,0,Monday,Light_rainsnow,0.4475,0.445062,910000.0,0.138054,220,2545,2765
2011-11-22,Winter,2011,Nov,0,Tuesday,Light_rainsnow,0.416667,0.421696,962500.0,0.118792,69,1538,1607
2011-11-23,Winter,2011,Nov,0,Wednesday,Misty,0.440833,0.430537,757916.9999999999,0.335825,112,2454,2566
2011-11-24,Winter,2011,Nov,1,Thursday,Clear,0.373333,0.372471,549167.0,0.167304,560,935,1495
2011-11-25,Winter,2011,Nov,0,Friday,Clear,0.375,0.380671,643750.0,0.0988958,1095,1697,2792
2011-11-26,Winter,2011,Nov,0,Saturday,Clear,0.375833,0.385087,681667.0000000001,0.0684208,1249,1819,3068
2011-11-27,Winter,2011,Nov,0,Sunday,Clear,0.459167,0.4558,698332.9999999999,0.208954,810,2261,3071
2011-11-28,Winter,2011,Nov,0,Monday,Clear,0.503478,0.490122,743042.9999999999,0.142122,253,3614,3867
2011-11-29,Winter,2011,Nov,0,Tuesday,Misty,0.458333,0.451375,830833.0000000002,0.258092,96,2818,2914
2011-11-30,Winter,2011,Nov,0,Wednesday,Clear,0.325,0.311221,613333.0,0.271158,188,3425,3613
2011-12-01,Winter,2011,Dec,0,Thursday,Clear,0.3125,0.305554,524583.0,0.220158,182,3545,3727
2011-12-02,Winter,2011,Dec,0,Friday,Clear,0.314167,0.331433,625832.9999999999,0.100754,268,3672,3940
2011-12-03,Winter,2011,Dec,0,Saturday,Clear,0.299167,0.310604,612917.0000000001,0.0957833,706,2908,3614
2011-12-04,Winter,2011,Dec,0,Sunday,Clear,0.330833,0.3491,775832.9999999999,0.0839583,634,2851,3485
2011-12-05,Winter,2011,Dec,0,Monday,Misty,0.385833,0.393925,827083.0000000002,0.0622083,233,3578,3811
2011-12-06,Winter,2011,Dec,0,Tuesday,Light_rainsnow,0.4625,0.4564,949583.0,0.232583,126,2468,2594
2011-12-07,Winter,2011,Dec,0,Wednesday,Light_rainsnow,0.41,0.400246,970416.9999999998,0.266175,50,655,705
2011-12-08,Winter,2011,Dec,0,Thursday,Clear,0.265833,0.256938,579999.9999999999,0.240058,150,3172,3322
2011-12-09,Winter,2011,Dec,0,Friday,Clear,0.290833,0.317542,695833.0000000001,0.0827167,261,3359,3620
2011-12-10,Winter,2011,Dec,0,Saturday,Clear,0.275,0.266412,507499.9999999999,0.233221,502,2688,3190
2011-12-11,Winter,2011,Dec,0,Sunday,Clear,0.220833,0.253154,490000.0,0.0665417,377,2366,2743
2011-12-12,Winter,2011,Dec,0,Monday,Clear,0.238333,0.270196,670833.0000000001,0.06345,143,3167,3310
2011-12-13,Winter,2011,Dec,0,Tuesday,Clear,0.2825,0.301138,590000.0,0.14055,155,3368,3523
2011-12-14,Winter,2011,Dec,0,Wednesday,Misty,0.3175,0.338362,663750.0,0.0609583,178,3562,3740
2011-12-15,Winter,2011,Dec,0,Thursday,Misty,0.4225,0.412237,634167.0000000001,0.268042,181,3528,3709
2011-12-16,Winter,2011,Dec,0,Friday,Misty,0.375,0.359825,500417.0,0.260575,178,3399,3577
2011-12-17,Winter,2011,Dec,0,Saturday,Misty,0.258333,0.249371,560833.0,0.243167,275,2464,2739
2011-12-18,Winter,2011,Dec,0,Sunday,Clear,0.238333,0.245579,586250.0000000001,0.169779,220,2211,2431
2011-12-19,Winter,2011,Dec,0,Monday,Clear,0.276667,0.280933,637499.9999999999,0.172896,260,3143,3403
2011-12-20,Winter,2011,Dec,0,Tuesday,Misty,0.385833,0.396454,595417.0,0.0615708,216,3534,3750
2011-12-21,Spring,2011,Dec,0,Wednesday,Misty,0.428333,0.428017,858333.0000000002,0.2214,107,2553,2660
2011-12-22,Spring,2011,Dec,0,Thursday,Misty,0.423333,0.426121,757500.0,0.047275,227,2841,3068
2011-12-23,Spring,2011,Dec,0,Friday,Clear,0.373333,0.377513,686250.0,0.274246,163,2046,2209
2011-12-24,Spring,2011,Dec,0,Saturday,Clear,0.3025,0.299242,542500.0,0.190304,155,856,1011
2011-12-25,Spring,2011,Dec,0,Sunday,Clear,0.274783,0.279961,681304.0000000001,0.155091,303,451,754
2011-12-26,Spring,2011,Dec,1,Monday,Clear,0.321739,0.315535,506957.00000000006,0.239465,430,887,1317
2011-12-27,Spring,2011,Dec,0,Tuesday,Misty,0.325,0.327633,762500.0,0.18845,103,1059,1162
2011-12-28,Spring,2011,Dec,0,Wednesday,Clear,0.29913,0.279974,503913.0000000001,0.293961,255,2047,2302
2011-12-29,Spring,2011,Dec,0,Thursday,Clear,0.248333,0.263892,574167.0,0.119412,254,2169,2423
2011-12-30,Spring,2011,Dec,0,Friday,Clear,0.311667,0.318812,636667.0,0.134337,491,2508,2999
2011-12-31,Spring,2011,Dec,0,Saturday,Clear,0.41,0.414121,615832.9999999999,0.220154,665,1820,2485
2012-01-01,Spring,2012,Jan,0,Sunday,Clear,0.37,0.375621,692500.0,0.192167,686,1608,2294
2012-01-02,Spring,2012,Jan,1,Monday,Clear,0.273043,0.252304,381303.99999999994,0.329665,244,1707,1951
2012-01-03,Spring,2012,Jan,0,Tuesday,Clear,0.15,0.126275,441250.0,0.365671,89,2147,2236
2012-01-04,Spring,2012,Jan,0,Wednesday,Misty,0.1075,0.119337,414583.0,0.1847,95,2273,2368
2012-01-05,Spring,2012,Jan,0,Thursday,Clear,0.265833,0.278412,524167.0000000001,0.129987,140,3132,3272
2012-01-06,Spring,2012,Jan,0,Friday,Clear,0.334167,0.340267,542083.0,0.167908,307,3791,4098
2012-01-07,Spring,2012,Jan,0,Saturday,Clear,0.393333,0.390779,531667.0,0.174758,1070,3451,4521
2012-01-08,Spring,2012,Jan,0,Sunday,Clear,0.3375,0.340258,465000.0,0.191542,599,2826,3425
2012-01-09,Spring,2012,Jan,0,Monday,Misty,0.224167,0.247479,701667.0000000001,0.0989,106,2270,2376
2012-01-10,Spring,2012,Jan,0,Tuesday,Clear,0.308696,0.318826,646522.0000000001,0.187552,173,3425,3598
2012-01-11,Spring,2012,Jan,0,Wednesday,Misty,0.274167,0.282821,847500.0,0.131221,92,2085,2177
2012-01-12,Spring,2012,Jan,0,Thursday,Misty,0.3825,0.381938,802917.0000000001,0.180967,269,3828,4097
2012-01-13,Spring,2012,Jan,0,Friday,Clear,0.274167,0.249362,507499.9999999999,0.378108,174,3040,3214
2012-01-14,Spring,2012,Jan,0,Saturday,Clear,0.18,0.183087,457500.0,0.187183,333,2160,2493
2012-01-15,Spring,2012,Jan,0,Sunday,Clear,0.166667,0.161625,419167.0,0.251258,284,2027,2311
2012-01-16,Spring,2012,Jan,1,Monday,Clear,0.19,0.190663,522500.0,0.231358,217,2081,2298
2012-01-17,Spring,2012,Jan,0,Tuesday,Misty,0.373043,0.364278,716087.0,0.34913,127,2808,2935
2012-01-18,Spring,2012,Jan,0,Wednesday,Clear,0.303333,0.275254,443332.9999999999,0.415429,109,3267,3376
2012-01-19,Spring,2012,Jan,0,Thursday,Clear,0.19,0.190038,497500.0,0.220158,130,3162,3292
2012-01-20,Spring,2012,Jan,0,Friday,Misty,0.2175,0.220958,450000.0,0.20275,115,3048,3163
2012-01-21,Spring,2012,Jan,0,Saturday,Misty,0.173333,0.174875,831250.0,0.222642,67,1234,1301
2012-01-22,Spring,2012,Jan,0,Sunday,Misty,0.1625,0.16225,796250.0,0.199638,196,1781,1977
2012-01-23,Spring,2012,Jan,0,Monday,Misty,0.218333,0.243058,911250.0,0.110708,145,2287,2432
2012-01-24,Spring,2012,Jan,0,Tuesday,Clear,0.3425,0.349108,835833.0000000002,0.123767,439,3900,4339
2012-01-25,Spring,2012,Jan,0,Wednesday,Clear,0.294167,0.294821,643750.0,0.161071,467,3803,4270
2012-01-26,Spring,2012,Jan,0,Thursday,Misty,0.341667,0.35605,769583.0000000001,0.0733958,244,3831,4075
2012-01-27,Spring,2012,Jan,0,Friday,Misty,0.425,0.415383,741250.0,0.342667,269,3187,3456
2012-01-28,Spring,2012,Jan,0,Saturday,Clear,0.315833,0.326379,543332.9999999999,0.210829,775,3248,4023
2012-01-29,Spring,2012,Jan,0,Sunday,Clear,0.2825,0.272721,311250.00000000006,0.24005,558,2685,3243
2012-01-30,Spring,2012,Jan,0,Monday,Clear,0.269167,0.262625,400833.0,0.215792,126,3498,3624
2012-01-31,Spring,2012,Jan,0,Tuesday,Clear,0.39,0.381317,416667.0,0.261817,324,4185,4509
2012-02-01,Spring,2012,Feb,0,Wednesday,Clear,0.469167,0.466538,507916.99999999994,0.189067,304,4275,4579
2012-02-02,Spring,2012,Feb,0,Thursday,Misty,0.399167,0.398971,672916.9999999999,0.187187,190,3571,3761
2012-02-03,Spring,2012,Feb,0,Friday,Clear,0.313333,0.309346,526667.0,0.178496,310,3841,4151
2012-02-04,Spring,2012,Feb,0,Saturday,Misty,0.264167,0.272725,779583.0000000001,0.121896,384,2448,2832
2012-02-05,Spring,2012,Feb,0,Sunday,Misty,0.265833,0.264521,687917.0000000001,0.175996,318,2629,2947
2012-02-06,Spring,2012,Feb,0,Monday,Clear,0.282609,0.296426,622174.0,0.1538,206,3578,3784
2012-02-07,Spring,2012,Feb,0,Tuesday,Clear,0.354167,0.361104,496250.0,0.147379,199,4176,4375
2012-02-08,Spring,2012,Feb,0,Wednesday,Misty,0.256667,0.266421,722917.0000000001,0.133721,109,2693,2802
2012-02-09,Spring,2012,Feb,0,Thursday,Clear,0.265,0.261988,562083.0,0.194037,163,3667,3830
2012-02-10,Spring,2012,Feb,0,Friday,Misty,0.280833,0.293558,540000.0,0.116929,227,3604,3831
2012-02-11,Spring,2012,Feb,0,Saturday,Light_rainsnow,0.224167,0.210867,731250.0,0.289796,192,1977,2169
2012-02-12,Spring,2012,Feb,0,Sunday,Clear,0.1275,0.101658,464583.0,0.409212,73,1456,1529
2012-02-13,Spring,2012,Feb,0,Monday,Clear,0.2225,0.227913,411250.0,0.167283,94,3328,3422
2012-02-14,Spring,2012,Feb,0,Tuesday,Misty,0.319167,0.333946,508750.0,0.141179,135,3787,3922
2012-02-15,Spring,2012,Feb,0,Wednesday,Clear,0.348333,0.351629,531250.0,0.1816,141,4028,4169
2012-02-16,Spring,2012,Feb,0,Thursday,Misty,0.316667,0.330162,752916.9999999999,0.091425,74,2931,3005
2012-02-17,Spring,2012,Feb,0,Friday,Clear,0.343333,0.351629,634583.0,0.205846,349,3805,4154
2012-02-18,Spring,2012,Feb,0,Saturday,Clear,0.346667,0.355425,534583.0,0.190929,1435,2883,4318
2012-02-19,Spring,2012,Feb,0,Sunday,Misty,0.28,0.265788,515833.0,0.253112,618,2071,2689
2012-02-20,Spring,2012,Feb,1,Monday,Clear,0.28,0.273391,507826.0,0.229083,502,2627,3129
2012-02-21,Spring,2012,Feb,0,Tuesday,Clear,0.287826,0.295113,594348.0,0.205717,163,3614,3777
2012-02-22,Spring,2012,Feb,0,Wednesday,Clear,0.395833,0.392667,567917.0,0.234471,394,4379,4773
2012-02-23,Spring,2012,Feb,0,Thursday,Clear,0.454167,0.444446,554583.0000000001,0.190913,516,4546,5062
2012-02-24,Spring,2012,Feb,0,Friday,Misty,0.4075,0.410971,737500.0,0.237567,246,3241,3487
2012-02-25,Spring,2012,Feb,0,Saturday,Clear,0.290833,0.255675,395833.0,0.421642,317,2415,2732
2012-02-26,Spring,2012,Feb,0,Sunday,Clear,0.279167,0.268308,410000.0,0.205229,515,2874,3389
2012-02-27,Spring,2012,Feb,0,Monday,Clear,0.366667,0.357954,490833.0,0.268033,253,4069,4322
2012-02-28,Spring,2012,Feb,0,Tuesday,Clear,0.359167,0.353525,395833.0,0.193417,229,4134,4363
2012-02-29,Spring,2012,Feb,0,Wednesday,Misty,0.344348,0.34847,804783.0000000001,0.179117,65,1769,1834
2012-03-01,Spring,2012,Mar,0,Thursday,Clear,0.485833,0.475371,615417.0,0.226987,325,4665,4990
2012-03-02,Spring,2012,Mar,0,Friday,Misty,0.353333,0.359842,657082.9999999999,0.144904,246,2948,3194
2012-03-03,Spring,2012,Mar,0,Saturday,Misty,0.414167,0.413492,621250.0,0.161079,956,3110,4066
2012-03-04,Spring,2012,Mar,0,Sunday,Clear,0.325833,0.303021,403333.0,0.334571,710,2713,3423
2012-03-05,Spring,2012,Mar,0,Monday,Clear,0.243333,0.241171,506250.0,0.228858,203,3130,3333
2012-03-06,Spring,2012,Mar,0,Tuesday,Clear,0.258333,0.255042,456667.0,0.200875,221,3735,3956
2012-03-07,Spring,2012,Mar,0,Wednesday,Clear,0.404167,0.3851,513333.0,0.345779,432,4484,4916
2012-03-08,Spring,2012,Mar,0,Thursday,Clear,0.5275,0.524604,567500.0,0.441563,486,4896,5382
2012-03-09,Spring,2012,Mar,0,Friday,Misty,0.410833,0.397083,407082.99999999994,0.4148,447,4122,4569
2012-03-10,Spring,2012,Mar,0,Saturday,Clear,0.2875,0.277767,350417.0,0.22575,968,3150,4118
2012-03-11,Spring,2012,Mar,0,Sunday,Clear,0.361739,0.35967,476957.00000000006,0.222587,1658,3253,4911
2012-03-12,Spring,2012,Mar,0,Monday,Clear,0.466667,0.459592,489167.0,0.207713,838,4460,5298
2012-03-13,Spring,2012,Mar,0,Tuesday,Clear,0.565,0.542929,617500.0000000001,0.23695,762,5085,5847
2012-03-14,Spring,2012,Mar,0,Wednesday,Clear,0.5725,0.548617,507082.9999999999,0.115062,997,5315,6312
2012-03-15,Spring,2012,Mar,0,Thursday,Clear,0.5575,0.532825,579582.9999999999,0.149883,1005,5187,6192
2012-03-16,Spring,2012,Mar,0,Friday,Misty,0.435833,0.436229,842083.0000000002,0.113192,548,3830,4378
2012-03-17,Spring,2012,Mar,0,Saturday,Misty,0.514167,0.505046,755832.9999999999,0.110704,3155,4681,7836
2012-03-18,Spring,2012,Mar,0,Sunday,Misty,0.4725,0.464,810000.0,0.126883,2207,3685,5892
2012-03-19,Spring,2012,Mar,0,Monday,Clear,0.545,0.532821,728750.0,0.162317,982,5171,6153
2012-03-20,Spring,2012,Mar,0,Tuesday,Clear,0.560833,0.538533,807917.0000000001,0.121271,1051,5042,6093
2012-03-21,Summer,2012,Mar,0,Wednesday,Misty,0.531667,0.513258,821250.0,0.0895583,1122,5108,6230
2012-03-22,Summer,2012,Mar,0,Thursday,Clear,0.554167,0.531567,831250.0,0.117562,1334,5537,6871
2012-03-23,Summer,2012,Mar,0,Friday,Misty,0.601667,0.570067,694166.9999999999,0.1163,2469,5893,8362
2012-03-24,Summer,2012,Mar,0,Saturday,Misty,0.5025,0.486733,885417.0,0.192783,1033,2339,3372
2012-03-25,Summer,2012,Mar,0,Sunday,Misty,0.4375,0.437488,880833.0,0.220775,1532,3464,4996
2012-03-26,Summer,2012,Mar,0,Monday,Clear,0.445833,0.43875,477917.0,0.386821,795,4763,5558
2012-03-27,Summer,2012,Mar,0,Tuesday,Clear,0.323333,0.315654,289999.99999999994,0.187192,531,4571,5102
2012-03-28,Summer,2012,Mar,0,Wednesday,Clear,0.484167,0.47095,481250.0,0.291671,674,5024,5698
2012-03-29,Summer,2012,Mar,0,Thursday,Clear,0.494167,0.482304,439167.0,0.31965,834,5299,6133
2012-03-30,Summer,2012,Mar,0,Friday,Misty,0.37,0.375621,580833.0,0.138067,796,4663,5459
2012-03-31,Summer,2012,Mar,0,Saturday,Misty,0.424167,0.421708,738333.0000000001,0.250617,2301,3934,6235
2012-04-01,Summer,2012,Apr,0,Sunday,Misty,0.425833,0.417287,676250.0,0.172267,2347,3694,6041
2012-04-02,Summer,2012,Apr,0,Monday,Clear,0.433913,0.427513,504348.00000000006,0.312139,1208,4728,5936
2012-04-03,Summer,2012,Apr,0,Tuesday,Clear,0.466667,0.461483,396667.0,0.100133,1348,5424,6772
2012-04-04,Summer,2012,Apr,0,Wednesday,Clear,0.541667,0.53345,469582.9999999999,0.180975,1058,5378,6436
2012-04-05,Summer,2012,Apr,0,Thursday,Clear,0.435,0.431163,374167.00000000006,0.219529,1192,5265,6457
2012-04-06,Summer,2012,Apr,0,Friday,Clear,0.403333,0.390767,377083.0,0.300388,1807,4653,6460
2012-04-07,Summer,2012,Apr,0,Saturday,Clear,0.4375,0.426129,254167.0,0.274871,3252,3605,6857
2012-04-08,Summer,2012,Apr,0,Sunday,Clear,0.5,0.492425,275833.0,0.232596,2230,2939,5169
2012-04-09,Summer,2012,Apr,0,Monday,Clear,0.489167,0.476638,317500.0,0.358196,905,4680,5585
2012-04-10,Summer,2012,Apr,0,Tuesday,Clear,0.446667,0.436233,435000.0,0.249375,819,5099,5918
2012-04-11,Summer,2012,Apr,0,Wednesday,Clear,0.348696,0.337274,469564.99999999994,0.295274,482,4380,4862
2012-04-12,Summer,2012,Apr,0,Thursday,Clear,0.3975,0.387604,466250.0,0.290429,663,4746,5409
2012-04-13,Summer,2012,Apr,0,Friday,Clear,0.4425,0.431808,408333.0,0.155471,1252,5146,6398
2012-04-14,Summer,2012,Apr,0,Saturday,Clear,0.495,0.487996,502916.99999999994,0.190917,2795,4665,7460
2012-04-15,Summer,2012,Apr,0,Sunday,Clear,0.606667,0.573875,507916.99999999994,0.225129,2846,4286,7132
2012-04-16,Summer,2012,Apr,1,Monday,Clear,0.664167,0.614925,561667.0000000001,0.284829,1198,5172,6370
2012-04-17,Summer,2012,Apr,0,Tuesday,Clear,0.608333,0.598487,390417.0,0.273629,989,5702,6691
2012-04-18,Summer,2012,Apr,0,Wednesday,Misty,0.463333,0.457038,569167.0,0.167912,347,4020,4367
2012-04-19,Summer,2012,Apr,0,Thursday,Clear,0.498333,0.493046,612500.0000000001,0.0659292,846,5719,6565
2012-04-20,Summer,2012,Apr,0,Friday,Clear,0.526667,0.515775,694582.9999999999,0.149871,1340,5950,7290
2012-04-21,Summer,2012,Apr,0,Saturday,Clear,0.57,0.542921,682917.0000000001,0.283587,2541,4083,6624
